Code,Class,Description,Value in USD T,AAL in USD T,AAL as % of Total AAL,AAL as % of Value,Risk Rank,costMetro,costUrban,costRural
SV-LI,avsS3,Steel light frame single family,27,0.06,0.0025,0.0021,16,,,
SV-LI,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,43,0.08,0.0036,0.00185,17,370,340,270
SV-LI,avcomret,Commercial retail,277,0.52,0.023,0.00188,18,,,
SV-LI,avsC3,Non ductile reinforced concrete frame with masonry infill walls single family and/or concrete frame high rise,458,0.86,0.0379,0.00187,19,340,310,250
SV-LI,avcritica,"Critical buildings - schools, hospitals, medical centers",520,0.96,0.0426,0.00185,20,,,
SV-LI,avcomoff,Commercial offices,285,0.53,0.0234,0.00185,21,,,
SV-LI,avcomm,Commercial or other types of warehouse,136,0.26,0.0113,0.00187,22,,,
SV-LI,avindustr,General industrial,184,0.28,0.0125,0.00154,23,,,
SV-PA,avsINF,Informal constructions single family,3,0.07,0.007,0.02021,1,,,
SV-PA,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",65,1.34,0.1365,0.02056,2,160,145,120
SV-PA,avmW7,Wood braced frame with load-bearing infill wall system multi family,1,0.02,0.0016,0.01454,3,,,
SV-PA,avsW7,Wood braced frame with load-bearing infill wall system single family,24,0.36,0.0369,0.01483,4,,,
SV-PA,avmRM2,Reinforced masonry bearing walls with concrete diaphragms multi family,8,0.06,0.0057,0.00705,5,325,290,225
SV-PA,avmRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms multi family,8,0.05,0.0056,0.00705,6,,,
SV-PA,avmUFB,Unreinforced Fire Brick masonry multi family,3,0.02,0.0018,0.00706,7,290,265,200
SV-PA,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,179,1.26,0.1287,0.00706,8,300,265,210
SV-PA,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,2,0.01,0.0011,0.00713,9,265,240,190
SV-PA,avsRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms single family,401,2.85,0.2905,0.00711,10,,,
SV-PA,avsUFB,Unreinforced Fire Brick masonry single family,157,1.12,0.1137,0.00712,11,265,240,185
SV-PA,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,142,1.02,0.1039,0.0072,12,245,215,180
SV-PA,avmW1,Wood stud-wall frame with plywood/gypsum board sheathing multi family,0,0,0.0001,0.0046,13,,,
SV-PA,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,110,0.51,0.0522,0.00465,14,,,
SV-PA,avmS3,Steel light frame multi family,0,0,0,0.0021,15,,,
SV-PA,avsS3,Steel light frame single family,13,0.03,0.0029,0.00211,16,,,
SV-PA,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,8,0.01,0.0015,0.00191,17,370,340,270
SV-PA,avcomret,Commercial retail,74,0.14,0.0146,0.00193,18,,,
SV-PA,avsC3,Non ductile reinforced concrete frame with masonry infill walls single family and/or concrete frame high rise,155,0.3,0.0303,0.00192,19,340,310,250
SV-PA,avcritica,"Critical buildings - schools, hospitals, medical centers",150,0.29,0.0292,0.00191,20,,,
SV-PA,avcomoff,Commercial offices,86,0.16,0.0167,0.00191,21,,,
SV-PA,avcomm,Commercial or other types of warehouse,53,0.1,0.0105,0.00195,22,,,
SV-PA,avindustr,General industrial,56,0.09,0.0091,0.00159,23,,,
SV-UN,avsINF,Informal constructions single family,4,0.05,0.0091,0.01372,1,,,
SV-UN,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",121,1.67,0.287,0.01372,2,160,145,120
SV-UN,avmW7,Wood braced frame with load-bearing infill wall system multi family,0,0,0.0007,0.01015,3,,,
SV-UN,avsW7,Wood braced frame with load-bearing infill wall system single family,39,0.4,0.0689,0.01015,4,,,
SV-UN,avmRM2,Reinforced masonry bearing walls with concrete diaphragms multi family,0,0,0.0003,0.00521,5,325,290,225
SV-UN,avmRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms multi family,1,0,0.0007,0.00521,6,,,
SV-UN,avmUFB,Unreinforced Fire Brick masonry multi family,0,0,0.0004,0.00521,7,290,265,200
SV-UN,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,33,0.17,0.0294,0.00521,8,300,265,210
SV-UN,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,1,0.01,0.0011,0.00521,9,265,240,190
SV-UN,avsRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms single family,230,1.2,0.207,0.00521,10,,,
SV-UN,avsUFB,Unreinforced Fire Brick masonry single family,115,0.6,0.1035,0.00521,11,265,240,185
SV-UN,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,196,1.02,0.1763,0.00521,12,245,215,180
SV-UN,avmW1,Wood stud-wall frame with plywood/gypsum board sheathing multi family,0,0,0,0.00329,13,,,
SV-UN,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,98,0.32,0.0556,0.00329,14,,,
SV-UN,avmS3,Steel light frame multi family,0,0,0,0.00129,15,,,
SV-UN,avsS3,Steel light frame single family,7,0.01,0.0015,0.00129,16,,,
SV-UN,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,0,0,0,0.00134,17,370,340,270
SV-UN,avcomret,Commercial retail,20,0.03,0.0048,0.00137,18,,,
SV-UN,avsC3,Non ductile reinforced concrete frame with masonry infill walls single family and/or concrete frame high rise,23,0.03,0.0054,0.00134,19,340,310,250
SV-UN,avcritica,"Critical buildings - schools, hospitals, medical centers",55,0.07,0.0129,0.00136,20,,,
SV-UN,avcomoff,Commercial offices,56,0.08,0.0131,0.00136,21,,,
SV-UN,avcomm,Commercial or other types of warehouse,63,0.09,0.0149,0.00137,22,,,
SV-UN,avindustr,General industrial,39,0.04,0.0075,0.00112,23,,,
SV-MO,avsINF,Informal constructions single family,1,0.01,0.0079,0.00997,1,,,
SV-MO,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",34,0.33,0.2181,0.00989,2,160,145,120
SV-MO,avmW7,Wood braced frame with load-bearing infill wall system multi family,0,0,0.0011,0.00829,3,,,
SV-MO,avsW7,Wood braced frame with load-bearing infill wall system single family,11,0.09,0.0602,0.00815,4,,,
SV-MO,avmRM2,Reinforced masonry bearing walls with concrete diaphragms multi family,1,0,0.0024,0.00404,5,325,290,225
SV-MO,avmRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms multi family,1,0,0.0026,0.00401,6,,,
SV-MO,avmUFB,Unreinforced Fire Brick masonry multi family,0,0,0.001,0.00398,7,290,265,200
SV-MO,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,26,0.11,0.0686,0.00398,8,300,265,210
SV-MO,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,0,0,0.0011,0.00387,9,265,240,190
SV-MO,avsRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms single family,94,0.37,0.2387,0.0039,10,,,
SV-MO,avsUFB,Unreinforced Fire Brick masonry single family,42,0.16,0.1068,0.00388,11,265,240,185
SV-MO,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,58,0.22,0.1462,0.00383,12,245,215,180
SV-MO,avmW1,Wood stud-wall frame with plywood/gypsum board sheathing multi family,0,0,0,0.00274,13,,,
SV-MO,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,33,0.09,0.0586,0.00269,14,,,
SV-MO,avmS3,Steel light frame multi family,0,0,0,0.00106,15,,,
SV-MO,avsS3,Steel light frame single family,3,0,0.002,0.00103,16,,,
SV-MO,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,1,0,0.0006,0.00111,17,370,340,270
SV-MO,avcomret,Commercial retail,11,0.01,0.008,0.00108,18,,,
SV-MO,avsC3,Non ductile reinforced concrete frame with masonry infill walls single family and/or concrete frame high rise,22,0.02,0.0156,0.0011,19,340,310,250
SV-MO,avcritica,"Critical buildings - schools, hospitals, medical centers",27,0.03,0.0192,0.00108,20,,,
SV-MO,avcomoff,Commercial offices,23,0.02,0.0161,0.00107,21,,,
SV-MO,avcomm,Commercial or other types of warehouse,23,0.02,0.016,0.00107,22,,,
SV-MO,avindustr,General industrial,16,0.01,0.0091,0.00088,23,,,
SV-SM,avsINF,Informal constructions single family,5,0.08,0.0066,0.01549,1,,,
SV-SM,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",104,1.56,0.1273,0.01503,2,160,145,120
SV-SM,avmW7,Wood braced frame with load-bearing infill wall system multi family,2,0.02,0.0015,0.01172,3,,,
SV-SM,avsW7,Wood braced frame with load-bearing infill wall system single family,38,0.43,0.0353,0.01124,4,,,
SV-SM,avmRM2,Reinforced masonry bearing walls with concrete diaphragms multi family,12,0.07,0.0059,0.00623,5,325,290,225
SV-SM,avmRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms multi family,11,0.07,0.0058,0.00621,6,,,
SV-SM,avmUFB,Unreinforced Fire Brick masonry multi family,4,0.02,0.0019,0.00619,7,290,265,200
SV-SM,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,263,1.63,0.1328,0.00618,8,300,265,210
SV-SM,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,2,0.01,0.0011,0.006,9,265,240,190
SV-SM,avsRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms single family,602,3.65,0.2978,0.00606,10,,,
SV-SM,avsUFB,Unreinforced Fire Brick masonry single family,237,1.43,0.1162,0.00602,11,265,240,185
SV-SM,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,221,1.29,0.1051,0.00583,12,245,215,180
SV-SM,avmW1,Wood stud-wall frame with plywood/gypsum board sheathing multi family,0,0,0.0001,0.00381,13,,,
SV-SM,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,168,0.62,0.0509,0.00372,14,,,
SV-SM,avmS3,Steel light frame multi family,0,0,0,0.00161,15,,,
SV-SM,avsS3,Steel light frame single family,20,0.03,0.0026,0.00158,16,,,
SV-SM,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,11,0.02,0.0015,0.00158,17,370,340,270
SV-SM,avcomret,Commercial retail,113,0.18,0.0143,0.00156,18,,,
SV-SM,avsC3,Non ductile reinforced concrete frame with masonry infill walls single family and/or concrete frame high rise,228,0.36,0.0291,0.00157,19,340,310,250
SV-SM,avcritica,"Critical buildings - schools, hospitals, medical centers",229,0.35,0.0288,0.00154,20,,,
SV-SM,avcomoff,Commercial offices,131,0.2,0.0164,0.00153,21,,,
SV-SM,avcomm,Commercial or other types of warehouse,82,0.12,0.0101,0.00152,22,,,
SV-SM,avindustr,General industrial,86,0.11,0.0089,0.00126,23,,,
SV-SS,avsINF,Informal constructions single family,7,0.11,0.0018,0.0168,1,,,
SV-SS,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",44,0.71,0.0118,0.0162,2,160,145,120
SV-SS,avmW7,Wood braced frame with load-bearing infill wall system multi family,3,0.04,0.0007,0.01321,3,,,
SV-SS,avsW7,Wood braced frame with load-bearing infill wall system single family,19,0.25,0.0041,0.01286,4,,,
SV-SS,avmRM2,Reinforced masonry bearing walls with concrete diaphragms multi family,220,1.42,0.0237,0.00646,5,325,290,225
SV-SS,avmRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms multi family,203,1.31,0.0219,0.00646,6,,,
SV-SS,avmUFB,Unreinforced Fire Brick masonry multi family,65,0.42,0.0071,0.00646,7,290,265,200
SV-SS,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,1743,11.26,0.1877,0.00646,8,300,265,210
SV-SS,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,30,0.19,0.0032,0.00646,9,265,240,190
SV-SS,avsRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms single family,3222,20.8,0.3466,0.00645,10,,,
SV-SS,avsUFB,Unreinforced Fire Brick masonry single family,1169,7.54,0.1257,0.00645,11,265,240,185
SV-SS,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,739,4.75,0.0792,0.00643,12,245,215,180
SV-SS,avmW1,Wood stud-wall frame with plywood/gypsum board sheathing multi family,1,0,0.0001,0.00424,13,,,
SV-SS,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,171,0.72,0.012,0.00421,14,,,
SV-SS,avmS3,Steel light frame multi family,0,0,0,0.00195,15,,,
SV-SS,avsS3,Steel light frame single family,50,0.1,0.0016,0.00194,16,,,
SV-SS,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,209,0.37,0.0062,0.00177,17,370,340,270
SV-SS,avcomret,Commercial retail,908,1.62,0.0269,0.00178,18,,,
SV-SS,avsC3,Non ductile reinforced concrete frame with masonry infill walls single family and/or concrete frame high rise,1482,2.62,0.0437,0.00177,19,340,310,250
SV-SS,avcritica,"Critical buildings - schools, hospitals, medical centers",1597,2.81,0.0468,0.00176,20,,,
SV-SS,avcomoff,Commercial offices,882,1.55,0.0258,0.00176,21,,,
SV-SS,avcomm,Commercial or other types of warehouse,335,0.59,0.0099,0.00177,22,,,
SV-SS,avindustr,General industrial,561,0.82,0.0137,0.00146,23,,,
SV-SA,avsINF,Informal constructions single family,2,0.03,0.0066,0.01713,1,,,
SV-SA,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",33,0.57,0.124,0.01725,2,160,145,120
SV-SA,avmW7,Wood braced frame with load-bearing infill wall system multi family,1,0.01,0.0016,0.01264,3,,,
SV-SA,avsW7,Wood braced frame with load-bearing infill wall system single family,13,0.16,0.0345,0.01266,4,,,
SV-SA,avmRM2,Reinforced masonry bearing walls with concrete diaphragms multi family,4,0.03,0.0061,0.00648,5,325,290,225
SV-SA,avmRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms multi family,4,0.03,0.0059,0.00648,6,,,
SV-SA,avmUFB,Unreinforced Fire Brick masonry multi family,1,0.01,0.0019,0.00648,7,290,265,200
SV-SA,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,97,0.63,0.1362,0.00648,8,300,265,210
SV-SA,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,1,0.01,0.0012,0.00651,9,265,240,190
SV-SA,avsRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms single family,214,1.39,0.3021,0.0065,10,,,
SV-SA,avsUFB,Unreinforced Fire Brick masonry single family,83,0.54,0.1174,0.00651,11,265,240,185
SV-SA,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,73,0.48,0.1041,0.00654,12,245,215,180
SV-SA,avmW1,Wood stud-wall frame with plywood/gypsum board sheathing multi family,0,0,0.0001,0.00407,13,,,
SV-SA,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,58,0.24,0.0514,0.00407,14,,,
SV-SA,avmS3,Steel light frame multi family,0,0,0,0.00183,15,,,
SV-SA,avsS3,Steel light frame single family,7,0.01,0.0028,0.00182,16,,,
SV-SA,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,4,0.01,0.0015,0.00169,17,370,340,270
SV-SA,avcomret,Commercial retail,35,0.06,0.0128,0.00169,18,,,
SV-SA,avsC3,Non ductile reinforced concrete frame with masonry infill walls single family and/or concrete frame high rise,84,0.14,0.0308,0.00169,19,340,310,250
SV-SA,avcritica,"Critical buildings - schools, hospitals, medical centers",71,0.12,0.0259,0.00167,20,,,
SV-SA,avcomoff,Commercial offices,41,0.07,0.0151,0.00167,21,,,
SV-SA,avcomm,Commercial or other types of warehouse,27,0.04,0.0098,0.00169,22,,,
SV-SA,avindustr,General industrial,27,0.04,0.0082,0.00139,23,,,
SV-SV,avsINF,Informal constructions single family,7,0.1,0.006,0.01522,1,,,
SV-SV,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",118,1.76,0.1039,0.01486,2,160,145,120
SV-SV,avmW7,Wood braced frame with load-bearing infill wall system multi family,2,0.03,0.0017,0.01257,3,,,
SV-SV,avsW7,Wood braced frame with load-bearing infill wall system single family,46,0.55,0.0327,0.01214,4,,,
SV-SV,avmRM2,Reinforced masonry bearing walls with concrete diaphragms multi family,18,0.11,0.0063,0.00609,5,325,290,225
SV-SV,avmRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms multi family,17,0.1,0.0061,0.00608,6,,,
SV-SV,avmUFB,Unreinforced Fire Brick masonry multi family,6,0.03,0.002,0.00607,7,290,265,200
SV-SV,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,388,2.35,0.1392,0.00607,8,300,265,210
SV-SV,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,3,0.02,0.0011,0.00597,9,265,240,190
SV-SV,avsRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms single family,837,5.02,0.2971,0.006,10,,,
SV-SV,avsUFB,Unreinforced Fire Brick masonry single family,321,1.92,0.1136,0.00598,11,265,240,185
SV-SV,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,271,1.59,0.0939,0.00585,12,245,215,180
SV-SV,avmW1,Wood stud-wall frame with plywood/gypsum board sheathing multi family,0,0,0.0001,0.00406,13,,,
SV-SV,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,223,0.89,0.0526,0.00399,14,,,
SV-SV,avmS3,Steel light frame multi family,0,0,0,0.00188,15,,,
SV-SV,avsS3,Steel light frame single family,28,0.05,0.0031,0.00186,16,,,
SV-SV,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,17,0.03,0.0017,0.0017,17,370,340,270
SV-SV,avcomret,Commercial retail,197,0.33,0.0198,0.00169,18,,,
SV-SV,avsC3,Non ductile reinforced concrete frame with masonry infill walls single family and/or concrete frame high rise,337,0.57,0.0337,0.00169,19,340,310,250
SV-SV,avcritica,"Critical buildings - schools, hospitals, medical centers",397,0.66,0.0392,0.00167,20,,,
SV-SV,avcomoff,Commercial offices,220,0.37,0.0217,0.00166,21,,,
SV-SV,avcomm,Commercial or other types of warehouse,129,0.22,0.0128,0.00167,22,,,
SV-SV,avindustr,General industrial,144,0.2,0.0117,0.00138,23,,,
SV-SO,avsINF,Informal constructions single family,4,0.08,0.0066,0.0203,1,,,
SV-SO,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",79,1.61,0.1273,0.02031,2,160,145,120
SV-SO,avmW7,Wood braced frame with load-bearing infill wall system multi family,1,0.02,0.0016,0.01574,3,,,
SV-SO,avsW7,Wood braced frame with load-bearing infill wall system single family,30,0.47,0.0368,0.01571,4,,,
SV-SO,avmRM2,Reinforced masonry bearing walls with concrete diaphragms multi family,10,0.07,0.0056,0.0074,5,325,290,225
SV-SO,avmRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms multi family,9,0.07,0.0054,0.0074,6,,,
SV-SO,avmUFB,Unreinforced Fire Brick masonry multi family,3,0.02,0.0018,0.0074,7,290,265,200
SV-SO,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,214,1.58,0.1248,0.0074,8,300,265,210
SV-SO,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,2,0.01,0.0011,0.00741,9,265,240,190
SV-SO,avsRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms single family,481,3.57,0.2816,0.00741,10,,,
SV-SO,avsUFB,Unreinforced Fire Brick masonry single family,188,1.4,0.1102,0.00741,11,265,240,185
SV-SO,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,172,1.27,0.1006,0.00742,12,245,215,180
SV-SO,avmW1,Wood stud-wall frame with plywood/gypsum board sheathing multi family,0,0,0.0001,0.005,13,,,
SV-SO,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,133,0.66,0.0523,0.00499,14,,,
SV-SO,avmS3,Steel light frame multi family,0,0,0,0.00239,15,,,
SV-SO,avsS3,Steel light frame single family,16,0.04,0.003,0.00239,16,,,
